slug,vehicle_no,loading_out_time,unloading_in_time,origin,destination,consigner_code
CTQDOU00,OD14K9849,2020-07-19 21:58:31,2020-07-20 07:04:31,MERAMANDALI,PAR,BHUSHAN
CTSDOU00,OD19P2349,2020-07-19 21:59:12,2020-07-20 07:32:54,MERAMANDALI,PAR,BHUSHAN
CTWDOU00,RJ37GA3543,2020-07-19 19:37:29,2020-07-25 02:00:13,MERAMANDALI,Ludhiana,BHUSHAN
CT7EOU00,RJ47GA1021,2020-07-19 19:41:49,2020-07-25 02:01:09,MERAMANDALI,Ludhiana,BHUSHAN
CTLEOU00,OD33S5249,2020-07-19 21:58:46,2020-07-20 18:56:10,MERAMANDALI,PAR,BHUSHAN
CT4OOU00,OD04K7072,2020-07-19 15:00:11,2020-07-24 07:32:23,MERAMANDALI,COIMBATORE,BHUSHAN
CT7POU00,NL01Q0909,2020-07-19 14:51:42,2020-07-22 21:48:11,MERAMANDALI,THIRUVALLUR,BHUSHAN
CTEPOU00,OD04M0423,2020-07-19 18:15:57,2020-07-23 20:10:19,MERAMANDALI,BUDHGAON,BHUSHAN
CTAQOU00,GJ12BT6511,2020-07-20 03:07:43,2020-07-24 07:49:42,MERAMANDALI,JALGAON,BHUSHAN
CTNSOU00,OD19P2549,2020-07-19 22:13:10,2020-07-20 19:24:02,MERAMANDALI,PAR,BHUSHAN
CT4ZOU00,OD04K7068,2020-07-19 07:39:11,2020-07-24 07:32:23,MERAMANDALI,COIMBATORE,BHUSHAN
CTH1PU00,RJ04GB6790,2020-07-19 21:58:26,2020-07-24 09:08:57,MERAMANDALI,NANI DAMAN (UT),BHUSHAN
CTK3PU00,NL01G6769,2020-07-20 10:55:13,2020-07-23 07:49:35,MERAMANDALI,HYDERABAD,BHUSHAN
CTGBPU00,NL01K2539,2020-07-20 02:10:29,2020-07-24 23:15:35,MERAMANDALI,COCHIN,BHUSHAN
CT8CPU00,TN28BC5229,2020-07-20 01:58:39,2020-07-26 15:54:20,MERAMANDALI,Ernakulam,BHUSHAN
CT0NPU00,RJ19GF2385,2020-07-20 05:17:46,2020-07-24 20:35:30,MERAMANDALI,JAIPUR,BHUSHAN
CTENPU00,OD14K2949,2020-07-20 05:06:12,2020-07-20 22:40:06,MERAMANDALI,PAR,BHUSHAN
CTNNPU00,OD19N8949,2020-07-20 07:11:59,2020-07-20 19:30:33,MERAMANDALI,PAR,BHUSHAN
CTPNPU00,OD14K5349,2020-07-20 07:19:13,2020-07-20 19:23:35,MERAMANDALI,PAR,BHUSHAN
CTKOPU00,OD19N6749,2020-07-20 23:29:10,2020-07-21 10:13:16,MERAMANDALI,PAR,BHUSHAN
CTMOPU00,OD19N9449,2020-07-20 07:19:07,2020-07-20 19:02:47,MERAMANDALI,PAR,BHUSHAN
CTQOPU00,OD19P2017,2020-07-20 06:37:07,2020-07-20 19:23:55,MERAMANDALI,PAR,BHUSHAN
CT6QPU00,OD19N6549,2020-07-20 23:21:41,2020-07-21 08:56:00,MERAMANDALI,PAR,BHUSHAN
CT1RPU00,OD33H6749,2020-07-21 02:58:38,2020-07-21 17:47:45,MERAMANDALI,PAR,BHUSHAN
CTQRPU00,OD33S5149,2020-07-20 23:22:31,2020-07-21 09:03:33,MERAMANDALI,PAR,BHUSHAN
CT3UPU00,OD19N9649,2020-07-20 07:26:04,2020-07-21 09:51:47,MERAMANDALI,PAR,BHUSHAN
CTAWPU00,UP17AT7560,2020-07-19 18:31:36,2020-07-20 03:51:35,SAHIBABAD,Delhi,BHUSHAN
CTKWPU00,HR55L7860,2020-07-19 15:09:52,2020-07-19 20:35:45,SAHIBABAD,DELHI,BHUSHAN
CTYWPU00,UP17AT7564,2020-07-19 16:01:42,2020-07-19 23:41:44,SAHIBABAD,Delhi,BHUSHAN
CT7XPU00,HR55X2771,2020-07-19 04:09:05,2020-07-20 01:48:10,SAHIBABAD,Kanpur,BHUSHAN
CTLXPU00,HR55L7205,2020-07-19 05:16:24,2020-07-19 06:11:35,SAHIBABAD,NEW DELHI,BHUSHAN
CTOXPU00,HR55X8106,2020-07-19 22:22:01,2020-07-19 23:19:12,SAHIBABAD,Delhi,BHUSHAN
CTQXPU00,HR38Y7193,2020-07-19 21:08:36,2020-07-20 11:23:02,SAHIBABAD,REWARI,BHUSHAN
CT6YPU00,HR55V6825,2020-07-20 23:24:16,2020-07-21 05:09:04,SAHIBABAD,Delhi,BHUSHAN
CTAYPU00,UP17AT7562,2020-07-19 14:16:38,2020-07-20 03:51:32,SAHIBABAD,Delhi,BHUSHAN
CTE5QU00,OD04K3774,2020-07-20 23:30:27,2020-07-24 23:17:23,MERAMANDALI,COCHIN,BHUSHAN
CTO6QU00,RJ02GB7571,2020-07-20 05:14:31,2020-07-24 15:21:22,MERAMANDALI,NELLORE,BHUSHAN
CTV7QU00,OD19N6449,2020-07-20 18:21:04,2020-07-21 04:44:15,MERAMANDALI,PAR,BHUSHAN
CTX7QU00,OD19P2649,2020-07-20 18:21:17,2020-07-21 04:44:30,MERAMANDALI,PAR,BHUSHAN
CTZ7QU00,OD14K6249,2020-07-20 18:21:01,2020-07-21 06:29:05,MERAMANDALI,PAR,BHUSHAN
CT08QU00,OD14K1949,2020-07-20 18:20:34,2020-07-21 01:43:14,MERAMANDALI,PAR,BHUSHAN
CT49QU00,OD14K5149,2020-07-20 18:20:52,2020-07-21 07:25:14,MERAMANDALI,PAR,BHUSHAN
CTNFQU00,MH48AG3144,2020-07-20 20:58:12,2020-07-25 03:44:48,MERAMANDALI,TALOJA,BHUSHAN
CT1GQU00,RJ10GA9009,2020-07-20 21:10:19,2020-07-24 19:03:50,MERAMANDALI,TALOJA,BHUSHAN
CT3GQU00,GJ12BT3837,2020-07-21 02:51:06,2020-07-25 16:16:11,MERAMANDALI,KHOPOLI,BHUSHAN
CTJGQU00,OD04K7069,2020-07-20 18:22:23,2020-07-24 07:32:23,MERAMANDALI,COIMBATORE,BHUSHAN
CT9HQU00,NL01G6929,2020-07-20 18:20:40,2020-07-24 13:55:27,MERAMANDALI,THIRUVALLUR,BHUSHAN
CTBHQU00,NL01AC9549,2020-07-20 18:20:47,2020-07-24 13:55:47,MERAMANDALI,THIRUVALLUR,BHUSHAN
CT8IQU00,RJ02GB4155,2020-07-20 07:37:33,2020-07-23 07:56:25,MERAMANDALI,NELLORE,BHUSHAN
CTGMQU00,OD14H6549,2020-07-20 20:13:06,2020-07-21 07:24:58,MERAMANDALI,PAR,BHUSHAN
CTJMQU00,OD19N9749,2020-07-20 18:21:08,2020-07-21 07:18:26,MERAMANDALI,PAR,BHUSHAN
CTKMQU00,OD19P7249,2020-07-21 01:21:31,2020-07-21 08:27:49,MERAMANDALI,BHUBANESWAR,BHUSHAN
CTVTQU00,HR55V4974,2020-07-19 22:45:56,2020-07-19 23:56:36,SAHIBABAD,NEW DELHI,BHUSHAN
CT1UQU00,UP17AT7561,2020-07-20 04:46:49,2020-07-20 05:02:02,SAHIBABAD,Ghaziabad,BHUSHAN
CT3UQU00,MH43BG0823,2020-07-18 16:28:55,2020-07-21 08:23:56,SAHIBABAD,AHMEDABAD,BHUSHAN
CTJUQU00,HR55S4464,2020-07-20 00:01:57,2020-07-20 04:02:05,SAHIBABAD,Delhi,BHUSHAN
CT1VQU00,UP17AT7561,2020-07-18 01:06:18,2020-07-18 01:41:57,SAHIBABAD,NEW DELHI,BHUSHAN
CTH3RU00,RJ04GB5920,2020-07-23 10:39:27,2020-07-26 22:40:25,MERAMANDALI,KHOPOLI,BHUSHAN
CT55RU00,OD04M6717,2020-07-21 03:33:41,2020-07-21 23:10:25,MERAMANDALI,PAR,BHUSHAN
CTF6RU00,RJ19GC0681,2020-07-22 06:01:27,2020-07-23 17:06:41,MERAMANDALI,TEDESARA,BHUSHAN
CTFARU00,UP16AT8123,2020-07-20 18:12:36,2020-07-21 07:14:21,SAHIBABAD,SURAJPUR,BHUSHAN
CTMDRU00,RJ39GA3789,2020-07-21 04:28:56,2020-07-24 22:48:59,MERAMANDALI,KHOPOLI,BHUSHAN
CT4ERU00,RJ02GB3684,2020-07-21 00:43:32,2020-07-25 06:37:26,MERAMANDALI,JAIPUR,BHUSHAN
CT6ERU00,HR55M1405,2020-07-21 01:21:49,2020-07-21 05:49:14,SAHIBABAD,FARIDABAD,BHUSHAN
CTJHRU00,HR55X8106,2020-07-20 17:43:11,2020-07-20 18:49:53,SAHIBABAD,Delhi,BHUSHAN
CT6IRU00,OD33T6149,2020-07-21 02:23:59,2020-07-21 16:24:21,MERAMANDALI,PAR,BHUSHAN
CTVJRU00,GJ12BW7504,2020-07-23 11:13:20,2020-07-29 11:32:17,MERAMANDALI,ANJAR,BHUSHAN
CT2LRU00,OD19P7149,2020-07-21 04:37:13,2020-07-21 17:20:20,MERAMANDALI,PAR,BHUSHAN
CTRLRU00,OD19N9049,2020-07-21 04:44:33,2020-07-21 16:24:27,MERAMANDALI,PAR,BHUSHAN
CT4MRU00,OD19N9149,2020-07-21 04:36:55,2020-07-21 17:20:06,MERAMANDALI,PAR,BHUSHAN
CT1NRU00,OD19N9349,2020-07-21 10:13:12,2020-07-21 23:17:12,MERAMANDALI,PAR,BHUSHAN
CT3NRU00,OD33T6349,2020-07-21 09:59:10,2020-07-21 23:17:11,MERAMANDALI,PAR,BHUSHAN
CTIORU00,MH46BM2816,2020-07-21 12:16:16,2020-07-21 14:58:32,KHAPOLI,PUNE,BHUSHAN
CTTORU00,NL01K1529,2020-07-21 10:12:31,2020-07-26 13:04:18,MERAMANDALI,ANJAR,BHUSHAN
CTJPRU00,MH46BM2816,2020-07-21 12:16:16,2020-07-21 14:58:32,KHAPOLI,PUNE,BHUSHAN
CTKPRU00,OD19N9549,2020-07-21 09:59:00,2020-07-22 00:26:35,MERAMANDALI,PAR,BHUSHAN
CTVQRU00,RJ04GA6055,2020-07-21 12:16:52,2020-07-26 10:42:49,MERAMANDALI,ANJAR,BHUSHAN
CT9RRU00,HR38X2421,2020-07-20 22:54:03,2020-07-20 23:19:04,SAHIBABAD,NOIDA,BHUSHAN
CTZSRU00,HR55Y3400,2020-07-20 23:05:44,2020-07-22 17:29:03,SAHIBABAD,HALOL,BHUSHAN
CT0TRU00,UP14HT1182,2020-07-20 22:50:12,2020-07-21 06:32:11,SAHIBABAD,DELHI,BHUSHAN
CTGTRU00,UP74T5155,2020-07-21 04:23:14,2020-07-22 05:43:57,SAHIBABAD,Kanpur,BHUSHAN
CTKXRU00,UP14GT9116,2020-07-20 22:45:43,2020-07-21 06:41:17,SAHIBABAD,DELHI BAWANA,BHUSHAN
CT0YRU00,RJ04GA8322,2020-07-21 14:03:27,2020-07-26 07:55:53,MERAMANDALI,ANJAR,BHUSHAN
CT1YRU00,OD19N9849,2020-07-21 10:06:32,2020-07-21 23:31:05,MERAMANDALI,PAR,BHUSHAN
CT2YRU00,OD19N9249,2020-07-21 09:58:36,2020-07-21 23:31:11,MERAMANDALI,PAR,BHUSHAN
CTG5SU00,MH46BB6609,2020-07-21 04:39:51,2020-07-21 07:05:55,KHAPOLI,PUNE (CHAKAN),BHUSHAN
CTI5SU00,HR38Z4793,2020-07-21 04:29:21,2020-07-21 04:59:21,SAHIBABAD,Ghaziabad,BHUSHAN
CTJ5SU00,HR38AA0793,2020-07-21 03:24:21,2020-07-21 08:49:20,SAHIBABAD,GURGAON,BHUSHAN
CTJ6SU00,NL01L9769,2020-07-21 16:44:59,2020-07-25 03:07:11,MERAMANDALI,SECUNDERABAD,BHUSHAN
CT97SU00,OD14L9049,2020-07-22 01:37:16,2020-07-22 14:20:15,MERAMANDALI,BHUBANESWAR,BHUSHAN
CTP7SU00,NL01L9229,2020-07-23 15:24:45,2020-07-27 03:03:45,MERAMANDALI,SECUNDERABAD,BHUSHAN
CT38SU00,RJ04GA6417,2020-07-21 16:45:13,2020-07-26 15:45:25,MERAMANDALI,ANJAR,BHUSHAN
CT88SU00,OD19N6649,2020-07-21 10:05:47,2020-07-21 23:31:03,MERAMANDALI,PAR,BHUSHAN
CT0FSU00,MH46AR2775,2020-07-21 19:39:00,2020-07-22 08:51:38,KHAPOLI,PUNE,BHUSHAN
CTTFSU00,RJ06GC3832,2020-07-21 12:12:28,2020-07-25 09:40:00,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTXFSU00,RJ04GA6229,2020-07-21 14:10:27,2020-07-25 08:18:26,MERAMANDALI,ANJAR,BHUSHAN
CTYFSU00,RJ04GB0822,2020-07-22 01:17:05,2020-07-27 07:03:44,MERAMANDALI,ANJAR,BHUSHAN
CTZFSU00,RJ04GB5302,2020-07-23 01:14:06,2020-07-25 05:36:15,MERAMANDALI,NAGPUR,BHUSHAN
CTAGSU00,RJ04GA5946,2020-07-23 10:45:12,2020-07-29 18:11:07,MERAMANDALI,ANJAR,BHUSHAN
CT1HSU00,RJ04GA8331,2020-07-22 23:36:12,2020-07-29 14:39:45,MERAMANDALI,ANJAR,BHUSHAN
CT5HSU00,MH43BP5337,2020-07-21 15:28:27,2020-07-27 09:34:43,MERAMANDALI,COIMBATORE,BHUSHAN
CTGHSU00,MH14HG4029,2020-07-21 23:10:18,2020-07-21 23:43:18,KHAPOLI,MUMBAI,BHUSHAN
CTOHSU00,RJ04GB8999,2020-07-21 06:59:23,2020-07-23 08:44:12,MERAMANDALI,NAGPUR,BHUSHAN
CTSHSU00,OD04M6454,2020-07-21 17:34:17,2020-07-23 07:01:14,MERAMANDALI,HOOGHLY,BHUSHAN
CTZHSU00,OD04M6054,2020-07-21 17:48:11,2020-07-23 07:01:23,MERAMANDALI,HOOGHLY,BHUSHAN
CT3ISU00,NL01AE4211,2020-07-21 20:49:56,2020-07-23 06:11:38,MERAMANDALI,HALDIA,BHUSHAN
CTJJSU00,RJ04GA5032,2020-07-22 03:08:32,2020-07-29 00:33:53,MERAMANDALI,ANJAR,BHUSHAN
CTKJSU00,RJ04GA8674,2020-07-22 01:01:57,2020-07-29 00:33:45,MERAMANDALI,ANJAR,BHUSHAN
CTLJSU00,RJ19GD9089,2020-07-23 11:01:16,2020-07-28 01:20:13,MERAMANDALI,KHOPOLI,BHUSHAN
CTJKSU00,UP14FT7450,2020-07-21 06:32:19,2020-07-21 07:09:46,SAHIBABAD,GAUTAM BUDH NAGAR,BHUSHAN
CT3MSU00,RJ04GB0998,2020-07-22 01:16:49,2020-07-27 07:03:50,MERAMANDALI,ANJAR,BHUSHAN
CTAMSU00,GJ12AW1999,2020-07-23 10:26:20,2020-07-28 12:18:11,MERAMANDALI,ANJAR,BHUSHAN
CTWMSU00,RJ19GF9222,2020-07-23 07:21:24,2020-07-27 11:30:33,MERAMANDALI,KHOPOLI,BHUSHAN
CT8NSU00,RJ39GA2829,2020-07-21 20:16:02,2020-07-26 06:54:32,MERAMANDALI,KHOPOLI,BHUSHAN
CT3OSU00,OD14N3749,2020-07-22 16:05:22,2020-07-23 08:31:42,MERAMANDALI,BHUBANESWAR,BHUSHAN
CT8TSU00,MH43BG8260,2020-07-23 04:40:46,2020-07-23 15:49:39,KHAPOLI,JNP,BHUSHAN
CT9TSU00,MH43BG8256,2020-07-21 13:44:09,2020-07-23 15:51:11,KHAPOLI,JNP,BHUSHAN
CTETSU00,RJ04GA7541,2020-07-21 20:50:12,2020-07-27 17:11:08,MERAMANDALI,ANJAR,BHUSHAN
CTFTSU00,MH43BG8257,2020-07-23 11:26:46,2020-07-23 18:41:12,KHAPOLI,JNP,BHUSHAN
CTSTSU00,MH43BG8259,2020-07-21 21:39:57,2020-07-23 18:55:14,KHAPOLI,JNP,BHUSHAN
CTUTSU00,OD04M3913,2020-07-22 00:26:41,2020-07-24 21:45:08,MERAMANDALI,NELLORE,BHUSHAN
CTWTSU00,NL01L5859,2020-07-22 00:05:24,2020-07-27 00:37:24,MERAMANDALI,NEW DELHI,BHUSHAN
CT9VSU00,NL01AC8289,2020-07-21 17:48:17,2020-07-24 22:36:37,MERAMANDALI,THIRUVALLUR,BHUSHAN
CTU1TU00,RJ04GB5983,2020-07-22 17:14:31,2020-07-26 04:06:53,MERAMANDALI,KHOPOLI,BHUSHAN
CTD4TU00,UP14CT1872,2020-07-21 00:24:42,2020-07-21 05:48:17,SAHIBABAD,SURAJPUR,BHUSHAN
CTL4TU00,UP17AT7561,2020-07-21 00:13:47,2020-07-21 01:03:34,SAHIBABAD,Delhi,BHUSHAN
CT56TU00,OD19P7049,2020-07-22 05:55:47,2020-07-22 17:07:55,MERAMANDALI,PAR,BHUSHAN
CT19TU00,OD19N8949,2020-07-22 04:03:39,2020-07-22 17:08:08,MERAMANDALI,PAR,BHUSHAN
CT39TU00,OD14K5349,2020-07-22 04:04:01,2020-07-22 17:29:03,MERAMANDALI,PAR,BHUSHAN
CTTATU00,OD19P2749,2020-07-22 15:51:09,2020-07-23 07:01:08,MERAMANDALI,PAR,BHUSHAN
CTCBTU00,MH06AC9685,2020-07-23 09:00:27,2020-07-24 17:21:49,KHAPOLI,JNP,BHUSHAN
CTOCTU00,RJ09GB9392,2020-07-22 00:17:59,2020-07-26 04:55:46,MERAMANDALI,FARIDABAD,BHUSHAN
CTDDTU00,UP21CN5129,2020-07-22 00:39:54,2020-07-22 05:33:28,SAHIBABAD,GREATER NOIDA,BHUSHAN
CTHDTU00,HR38X9118,2020-07-21 21:04:00,2020-07-21 21:29:14,SAHIBABAD,Ghaziabad,BHUSHAN
CTQDTU00,UP71AT0923,2020-07-22 00:45:47,2020-07-22 02:23:28,SAHIBABAD,SONEPAT,BHUSHAN
CTRDTU00,UP17AT7562,2020-07-22 02:19:15,2020-07-22 04:24:17,SAHIBABAD,Ghaziabad,BHUSHAN
CTYDTU00,OD33S5249,2020-07-22 11:39:10,2020-07-23 00:08:11,MERAMANDALI,PAR,BHUSHAN
CT1ETU00,RJ04GA7783,2020-07-21 15:02:25,2020-07-28 12:17:44,MERAMANDALI,ANJAR,BHUSHAN
CT3OTU00,NL01AD7454,2020-07-22 21:20:18,2020-07-23 10:52:18,MERAMANDALI,PAR,BHUSHAN
CTJOTU00,RJ07GC0126,2020-07-22 23:22:06,2020-07-27 09:15:14,MERAMANDALI,HYDERABAD,BHUSHAN
CTZPTU00,RJ04GA9723,2020-07-23 10:09:35,2020-07-27 04:42:28,MERAMANDALI,ANJAR,BHUSHAN
CTWRTU00,OD14K9849,2020-07-21 16:31:28,2020-07-23 16:48:35,MERAMANDALI,PAR,BHUSHAN
CTDSTU00,HR55S4464,2020-07-22 04:36:39,2020-07-22 05:34:11,SAHIBABAD,Delhi,BHUSHAN
CT2TTU00,HR55AF7508,2020-07-21 17:44:48,2020-07-21 22:02:03,SAHIBABAD,DELHI,BHUSHAN
CT6TTU00,RJ02GB2307,2020-07-21 19:04:25,2020-07-26 00:30:15,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTBTTU00,HR38AA0593,2020-07-22 20:34:21,2020-07-23 10:39:21,SAHIBABAD,Palwal,BHUSHAN
CTYTTU00,RJ19GE2663,2020-07-22 07:23:50,2020-07-25 11:21:11,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTUVTU00,NL01N6359,2020-07-22 07:20:14,2020-07-24 23:23:26,MERAMANDALI,Varanasi,BHUSHAN
CTYVTU00,OD14J4849,2020-07-22 06:03:31,2020-07-22 17:00:38,MERAMANDALI,PAR,BHUSHAN
CTBWTU00,KA51AD7148,2020-07-22 03:33:56,2020-07-25 00:44:18,MERAMANDALI,NELLORE,BHUSHAN
CTQWTU00,HR55P0828,2020-07-23 03:49:21,2020-07-23 03:54:21,SAHIBABAD,GHAZIABAD,BHUSHAN
CTHXTU00,MH46BB6609,2020-07-22 05:12:34,2020-07-22 07:36:13,KHAPOLI,PUNE,BHUSHAN
CTX0UU00,HR38X5144,2020-07-22 01:10:03,2020-07-22 15:25:16,SAHIBABAD,GAUTAM BUDH NAGAR,BHUSHAN
CT31UU00,HR55L7860,2020-07-22 02:15:36,2020-07-22 03:35:47,SAHIBABAD,Mundka,BHUSHAN
CTT3UU00,UP17AT7561,2020-07-21 23:48:32,2020-07-22 04:23:30,SAHIBABAD,Ghaziabad,BHUSHAN
CTX4UU00,HR55L9174,2020-07-22 09:48:30,2020-07-22 10:32:43,SAHIBABAD,Ghaziabad,BHUSHAN
CTV6UU00,UP14CT1872,2020-07-22 04:42:40,2020-07-22 05:11:48,SAHIBABAD,NOIDA,BHUSHAN
CTL8UU00,MH46BM2816,2020-07-22 16:24:03,2020-07-23 13:11:57,KHAPOLI,KARAD,BHUSHAN
CTFBUU00,HR55AH5901,2020-07-22 01:53:57,2020-07-22 03:03:36,SAHIBABAD,Delhi,BHUSHAN
CTHBUU00,OD19N1008,2020-07-22 10:23:40,2020-07-28 14:19:56,MERAMANDALI,Ludhiana,BHUSHAN
CTRCUU00,HR38AA0793,2020-07-22 04:24:21,2020-07-22 09:29:21,SAHIBABAD,GURGAON,BHUSHAN
CTTDUU00,HR38Y7293,2020-07-23 07:20:24,2020-07-23 10:24:05,SAHIBABAD,Palwal,BHUSHAN
CT2IUU00,MH45T9396,2020-07-23 03:41:12,2020-07-23 21:28:45,KHAPOLI,KAPADWANJ,BHUSHAN
CTJIUU00,HR38R1352,2020-07-22 05:04:12,2020-07-22 08:38:09,SAHIBABAD,GURGAON,BHUSHAN
CTLIUU00,HR38S5706,2020-07-22 15:12:51,2020-07-24 09:26:37,SAHIBABAD,LUDHIANA,BHUSHAN
CTHKUU00,OD04M7317,2020-07-22 23:46:52,2020-07-23 08:25:18,MERAMANDALI,PAR,BHUSHAN
CTNKUU00,NL01AE4360,2020-07-23 03:45:14,2020-07-24 06:49:04,MERAMANDALI,SINGUR,BHUSHAN
CT7LUU00,NL01Q2757,2020-07-23 02:41:53,2020-07-27 23:00:54,MERAMANDALI,Guwahati,BHUSHAN
CTRLUU00,GJ12BT3143,2020-07-22 20:22:17,2020-07-27 09:31:48,MERAMANDALI,ANJAR,BHUSHAN
CTEMUU00,OD04K3784,2020-07-23 20:06:22,2020-07-28 18:45:26,MERAMANDALI,Anantapur,BHUSHAN
CTHMUU00,HR38S9490,2020-07-22 22:33:10,2020-07-23 03:49:11,SAHIBABAD,JHAJJAR,BHUSHAN
CT4QUU00,HR55W1741,2020-07-22 09:22:34,2020-07-22 23:05:10,SAHIBABAD,BALLABHGARH,BHUSHAN
CTDQUU00,RJ02GB5467,2020-07-22 16:04:30,2020-07-25 06:58:17,MERAMANDALI,NELLORE,BHUSHAN
CT4XUU00,NL01N4399,2020-07-23 02:48:54,2020-07-25 21:53:28,MERAMANDALI,HYDERABAD,BHUSHAN
CTEYUU00,NL01L1789,2020-07-22 19:27:54,2020-07-27 07:08:52,MERAMANDALI,NELLORE,BHUSHAN
CTO6VU00,OD19P2117,2020-07-22 23:26:03,2020-07-23 15:39:18,MERAMANDALI,PAR,BHUSHAN
CTI7VU00,HR46C7965,2020-07-21 15:57:54,2020-07-21 23:09:47,SAHIBABAD,Delhi,BHUSHAN
CTQ8VU00,UP71AT0558,2020-07-22 00:05:04,2020-07-22 08:10:22,SAHIBABAD,SAMPLA,BHUSHAN
CTU8VU00,HR38U3081,2020-07-21 18:42:30,2020-07-21 22:12:52,SAHIBABAD,JHAJJAR,BHUSHAN
CTV8VU00,HR38X6659,2020-07-23 00:22:27,2020-07-23 22:07:14,SAHIBABAD,MOHALI,BHUSHAN
CT6AVU00,UP17AT7560,2020-07-22 02:04:17,2020-07-22 02:13:50,SAHIBABAD,Ghaziabad,BHUSHAN
CTSAVU00,MH06AQ4796,2020-07-23 15:03:57,2020-07-24 22:56:07,KHAPOLI,JNP,BHUSHAN
CTRCVU00,HR55AH5901,2020-07-22 22:44:08,2020-07-23 01:33:48,SAHIBABAD,Delhi,BHUSHAN
CTVCVU00,HR46C7965,2020-07-23 03:58:24,2020-07-23 04:18:48,SAHIBABAD,Ghaziabad,BHUSHAN
CTOEVU00,RJ04GB0977,2020-07-24 08:16:53,2020-07-28 17:33:11,MERAMANDALI,ANJAR,BHUSHAN
CTFFVU00,RJ04GB7197,2020-07-24 10:13:02,2020-07-28 17:33:41,MERAMANDALI,ANJAR,BHUSHAN
CTDJVU00,HR55V7133,2020-07-23 02:22:32,2020-07-23 05:11:57,SAHIBABAD,GHAZIABAD,BHUSHAN
CTEJVU00,HR55AH7609,2020-07-22 18:11:58,2020-07-23 04:18:32,SAHIBABAD,Ghaziabad,BHUSHAN
CTGJVU00,UP17T9896,2020-07-23 05:38:36,2020-07-24 03:28:50,SAHIBABAD,Kanpur,BHUSHAN
CTUMVU00,HR38R1239,2020-07-22 23:52:01,2020-07-23 04:01:56,SAHIBABAD,JHAJJAR,BHUSHAN
CTYNVU00,RJ14GJ8096,2020-07-24 19:50:14,2020-07-27 23:32:55,MERAMANDALI,TIRUVALLUR,BHUSHAN
CT0OVU00,GJ12AZ6827,2020-07-24 10:18:36,2020-07-29 22:43:13,MERAMANDALI,ANJAR,BHUSHAN
CTIOVU00,OD04K3098,2020-07-23 03:32:22,2020-07-28 07:19:24,MERAMANDALI,COIMBATORE,BHUSHAN
CTNOVU00,GJ08Y9611,2020-07-23 18:43:46,2020-07-25 08:55:55,KHAPOLI,KAPADWANJ,BHUSHAN
CTXOVU00,OD04K3543,2020-07-23 03:53:25,2020-07-28 07:19:24,MERAMANDALI,COIMBATORE,BHUSHAN
CTYOVU00,MH46BB6609,2020-07-23 06:33:59,2020-07-23 10:12:10,KHAPOLI,PUNE,BHUSHAN
CT3PVU00,HR38X9118,2020-07-23 03:23:08,2020-07-23 03:38:59,SAHIBABAD,Ghaziabad,BHUSHAN
CT4PVU00,UP17AT7562,2020-07-22 22:49:05,2020-07-23 01:13:48,SAHIBABAD,Delhi,BHUSHAN
CTMPVU00,HR38X9838,2020-07-22 20:44:14,2020-07-22 20:53:49,SAHIBABAD,GHAZIABAD,BHUSHAN
CTSQVU00,NL01AC8279,2020-07-23 02:42:07,2020-07-25 20:50:53,MERAMANDALI,HYDERABAD,BHUSHAN
CTLTVU00,OD04K7071,2020-07-23 03:53:25,2020-07-28 07:19:24,MERAMANDALI,COIMBATORE,BHUSHAN
CTOTVU00,OD04K3361,2020-07-23 05:10:24,2020-07-28 07:19:24,MERAMANDALI,COIMBATORE,BHUSHAN
CTKUVU00,HR38X2421,2020-07-23 00:28:33,2020-07-23 00:44:13,SAHIBABAD,NOIDA,BHUSHAN
CT1VVU00,NL01L1679,2020-07-23 14:14:55,2020-07-30 08:59:55,MERAMANDALI,JODHPUR,BHUSHAN
CTXVVU00,OD04M6354,2020-07-24 01:41:36,2020-07-25 03:55:26,MERAMANDALI,HOOGHLY,BHUSHAN
CT7XVU00,NL01Q2762,2020-07-24 02:00:57,2020-07-25 03:55:50,MERAMANDALI,HOOGHLY,BHUSHAN
CTTXVU00,NL01AB0794,2020-07-24 01:48:20,2020-07-25 03:55:42,MERAMANDALI,HOOGHLY,BHUSHAN
CT3ZVU00,UP17T7367,2020-07-23 03:51:26,2020-07-27 07:15:29,SAHIBABAD,HOWRAH,BHUSHAN
CT01WU00,MH12FC8437,2020-07-24 16:54:13,2020-07-24 17:40:59,KHAPOLI,MUMBAI,BHUSHAN
CT63WU00,PB11AT8465,2020-07-23 04:37:33,2020-07-24 04:28:23,SAHIBABAD,Ludhiana,BHUSHAN
CT73WU00,UP14ET7230,2020-07-23 04:44:21,2020-07-23 08:29:21,SAHIBABAD,MANESAR,BHUSHAN
CTP3WU00,HR38R1249,2020-07-23 03:31:38,2020-07-23 12:02:58,SAHIBABAD,JHAJJAR,BHUSHAN
CTF5WU00,RJ14GF3402,2020-07-24 00:04:21,2020-07-24 02:34:21,SAHIBABAD,ROHTAK,BHUSHAN
CTQ6WU00,TN28BD2948,2020-07-23 15:29:43,2020-07-27 06:06:03,MERAMANDALI,SECUNDERABAD,BHUSHAN
