slug,vehicle_no,loading_out_time,unloading_in_time,origin,destination,consigner_code
CTX3EV00,RJ19GF7198,2020-07-31 10:56:12,2020-08-04 08:34:56,MERAMANDALI,KHOPOLI,BHUSHAN
CT04EV00,NL01L6079,2020-07-31 17:18:55,2020-08-04 05:12:55,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTE5EV00,GJ01DX6109,2020-07-31 18:14:09,2020-08-05 07:19:43,MERAMANDALI,KHOPOLI,BHUSHAN
CTV5EV00,RJ19GF9846,2020-07-31 17:54:10,2020-08-05 06:22:32,MERAMANDALI,TALOJA,BHUSHAN
CTH6EV00,OD04K5023,2020-07-31 19:26:22,2020-08-05 20:11:23,MERAMANDALI,KOTTAYAM,BHUSHAN
CT1CEV00,OD14C5049,2020-07-31 20:14:19,2020-08-01 01:42:37,MERAMANDALI,CUTTACK,BHUSHAN
CTFPEV00,OD04K4380,2020-08-01 00:13:24,2020-08-05 09:06:24,MERAMANDALI,KHOPOLI,BHUSHAN
CT3XEV00,MH46BM2793,2020-07-31 22:29:37,2020-08-01 07:34:24,KHAPOLI,PUNE,BHUSHAN
CT5XEV00,RJ19GG5097,2020-07-31 21:00:35,2020-08-04 23:36:15,MERAMANDALI,KHOPOLI,BHUSHAN
CT6XEV00,RJ04GB7137,2020-08-01 00:43:26,2020-08-04 23:39:24,MERAMANDALI,KHOPOLI,BHUSHAN
CTWYEV00,UP71T0472,2020-07-31 14:33:20,2020-08-01 07:53:04,SAHIBABAD,HARIDWAR,BHUSHAN
CTXYEV00,HR38R7507,2020-07-31 20:33:34,2020-08-01 12:01:22,SAHIBABAD,RUDRAPUR,BHUSHAN
CTW2FV00,UP71AT0558,2020-08-01 03:40:41,2020-08-01 09:06:46,SAHIBABAD,FARIDABAD,BHUSHAN
CTLBFV00,UP17T7367,2020-08-01 00:04:53,2020-08-05 12:28:17,MERAMANDALI,PANIPAT,BHUSHAN
CTHGFV00,UP17AT7562,2020-07-31 22:30:32,2020-08-01 01:34:21,SAHIBABAD,New Delhi,BHUSHAN
CTPIFV00,RJ19GF3543,2020-08-01 08:06:05,2020-08-04 02:53:16,MERAMANDALI,KHOPOLI,BHUSHAN
CTYIFV00,RJ19GD7861,2020-08-01 20:45:57,2020-08-03 07:11:37,MERAMANDALI,RAIPUR,BHUSHAN
CTPLFV00,MH46BM2775,2020-08-01 14:54:31,2020-08-03 06:49:11,KHAPOLI,PUNE,BHUSHAN
CTPPFV00,HR38S5701,2020-08-01 14:39:51,2020-08-01 17:57:29,SAHIBABAD,BHIWADI,BHUSHAN
CT5WFV00,RJ19GD7817,2020-08-01 07:48:34,2020-08-06 02:00:27,MERAMANDALI,KHOPOLI,BHUSHAN
CT6WFV00,RJ19GE2799,2020-08-01 20:46:48,2020-08-03 01:38:33,MERAMANDALI,Nagpur,BHUSHAN
CT7WFV00,RJ04GA7820,2020-08-01 21:04:24,2020-08-03 07:19:23,MERAMANDALI,Nagpur,BHUSHAN
CT9WFV00,RJ04GB9376,2020-08-01 08:12:18,2020-08-04 08:15:34,MERAMANDALI,KHOPOLI,BHUSHAN
CTDWFV00,RJ04GB4733,2020-08-01 12:36:16,2020-08-06 02:20:14,MERAMANDALI,KHOPOLI,BHUSHAN
CTEWFV00,RJ04GB3191,2020-08-01 07:48:27,2020-08-06 02:00:40,MERAMANDALI,KHOPOLI,BHUSHAN
CTO4GV00,RJ04GB4399,2020-08-01 15:34:55,2020-08-04 23:36:30,MERAMANDALI,KHOPOLI,BHUSHAN
CTS4GV00,OD04K3777,2020-08-01 21:27:23,2020-08-06 09:08:22,MERAMANDALI,KHOPOLI,BHUSHAN
CTT4GV00,NL01N0179,2020-08-01 20:30:00,2020-08-03 20:20:00,MERAMANDALI,PEDDAPURAM,BHUSHAN
CTU4GV00,NL01G7149,2020-08-01 14:04:50,2020-08-06 08:38:50,MERAMANDALI,KERALA PALA,BHUSHAN
CTF5GV00,RJ02GA8869,2020-08-01 12:35:46,2020-08-05 00:13:08,MERAMANDALI,KOSI KALAN,BHUSHAN
CTH5GV00,MH48AY1276,2020-08-01 12:00:37,2020-08-05 02:08:04,MERAMANDALI,TALOJA,BHUSHAN
CTS6GV00,RJ04GB1323,2020-08-01 10:15:49,2020-08-05 08:15:03,MERAMANDALI,KHOPOLI,BHUSHAN
CTU6GV00,NL01L9219,2020-08-01 20:58:17,2020-08-06 23:34:45,MERAMANDALI,KERALA PALA,BHUSHAN
CTV6GV00,RJ19GC8783,2020-08-01 12:05:13,2020-08-06 02:21:04,MERAMANDALI,KHOPOLI,BHUSHAN
CTH9GV00,UP16FT2146,2020-08-01 05:23:10,2020-08-01 06:08:20,SAHIBABAD,PALWAL,BHUSHAN
CTI9GV00,UP38T1951,2020-08-01 05:13:34,2020-08-01 12:40:00,SAHIBABAD,RUDRAPUR,BHUSHAN
CT0AGV00,GJ12BT0866,2020-08-02 19:57:19,2020-08-04 11:57:41,MERAMANDALI,Nagpur,BHUSHAN
CT2AGV00,RJ04GB4003,2020-08-01 14:06:50,2020-08-05 08:31:00,MERAMANDALI,KHOPOLI,BHUSHAN
CTSAGV00,CG04MX7811,2020-08-02 01:12:33,2020-08-04 08:19:18,MERAMANDALI,Nagpur,BHUSHAN
CTYAGV00,RJ19GE1700,2020-08-02 00:30:57,2020-08-03 18:36:56,MERAMANDALI,Nagpur,BHUSHAN
CT7BGV00,RJ02GB2887,2020-08-01 15:34:28,2020-08-06 10:58:58,MERAMANDALI,KOSI KALAN,BHUSHAN
CT6CGV00,MH15BJ4686,2020-08-02 22:31:51,2020-08-03 15:48:30,KHAPOLI,JNP,BHUSHAN
CTKHGV00,RJ19GF3341,2020-08-01 15:18:02,2020-08-05 08:21:06,MERAMANDALI,KHOPOLI,BHUSHAN
CT7NGV00,RJ11GB1834,2020-08-02 07:20:53,2020-08-04 13:27:31,SAHIBABAD,DHAR,BHUSHAN
CT3QGV00,RJ14GG7009,2020-08-01 20:48:56,2020-08-04 07:40:00,MERAMANDALI,HYDERABAD,BHUSHAN
CTUUGV00,RJ16GB0386,2020-08-02 03:50:40,2020-08-06 02:20:28,MERAMANDALI,KHOPOLI,BHUSHAN
CT0WGV00,RJ04GB6575,2020-08-02 03:45:51,2020-08-04 23:11:28,MERAMANDALI,KHOPOLI,BHUSHAN
CTF6HV00,RJ19GF8413,2020-08-01 21:11:47,2020-08-06 08:26:48,MERAMANDALI,KHOPOLI,BHUSHAN
CTI6HV00,RJ39GA3738,2020-08-02 18:14:16,2020-08-06 07:39:47,MERAMANDALI,KHOPOLI,BHUSHAN
CTQEHV00,RJ39GA6555,2020-08-02 23:47:01,2020-08-04 09:50:56,MERAMANDALI,Nagpur,BHUSHAN
CT2FHV00,RJ04GA7753,2020-08-01 23:02:49,2020-08-03 15:26:55,MERAMANDALI,NAGPUR,BHUSHAN
CTZOHV00,RJ04GB1628,2020-08-02 21:14:32,2020-08-08 02:49:44,MERAMANDALI,KHOPOLI,BHUSHAN
CT0PHV00,RJ04GB7831,2020-08-02 03:51:30,2020-08-06 11:51:43,MERAMANDALI,KHOPOLI,BHUSHAN
CTDQHV00,NL01Q3599,2020-08-02 07:00:21,2020-08-06 16:21:29,MERAMANDALI,COCHIN,BHUSHAN
CTGRHV00,MH40AK5369,2020-08-04 12:46:53,2020-08-06 12:36:53,KHAPOLI,NAGPUR BUTIBORI,BHUSHAN
CTGTHV00,RJ04GB3361,2020-08-03 01:24:32,2020-08-07 08:10:06,MERAMANDALI,KHOPOLI,BHUSHAN
CTFYHV00,MH46BB6609,2020-08-03 05:00:31,2020-08-03 06:37:56,KHAPOLI,PUNE,BHUSHAN
CTN0IV00,RJ19GC7721,2020-08-02 08:02:43,2020-08-07 06:01:51,MERAMANDALI,KHOPOLI,BHUSHAN
CTO0IV00,RJ04GB6070,2020-08-02 03:59:44,2020-08-07 05:50:13,MERAMANDALI,KHOPOLI,BHUSHAN
CTQ0IV00,NL01L7239,2020-08-02 17:36:42,2020-08-07 17:18:29,MERAMANDALI,COCHIN,BHUSHAN
CT11IV00,UP22AT2227,2020-08-02 06:58:02,2020-08-02 14:15:19,SAHIBABAD,RUDRAPUR,BHUSHAN
CT03IV00,RJ14GG4919,2020-08-02 17:21:35,2020-08-05 09:25:25,MERAMANDALI,Patna,BHUSHAN
CT13IV00,RJ02GB0465,2020-08-02 16:13:15,2020-08-05 05:48:43,MERAMANDALI,NELLORE,BHUSHAN
CT63IV00,OD04K8535,2020-08-02 10:24:23,2020-08-05 22:45:24,MERAMANDALI,NELLORE,BHUSHAN
CT83IV00,RJ04GB8247,2020-08-02 13:15:37,2020-08-04 07:42:45,MERAMANDALI,NAGPUR,BHUSHAN
CT93IV00,NL01L9539,2020-08-02 17:36:24,2020-08-06 12:02:24,MERAMANDALI,NELLORE,BHUSHAN
CTB3IV00,OD04K5019,2020-08-02 10:52:23,2020-08-05 22:45:24,MERAMANDALI,NELLORE,BHUSHAN
CTC5IV00,OD04K3205,2020-08-02 18:13:25,2020-08-06 13:48:22,MERAMANDALI,NELLORE,BHUSHAN
CT47IV00,NL01L7259,2020-08-02 15:03:07,2020-08-05 22:43:55,MERAMANDALI,MALUR,BHUSHAN
CTSJIV00,HR55V4682,2020-08-02 22:31:35,2020-08-03 06:18:31,SAHIBABAD,HARIDWAR,BHUSHAN
CT2KIV00,RJ05GB4979,2020-08-02 16:45:34,2020-08-07 13:42:09,MERAMANDALI,ANJAR,BHUSHAN
CT3KIV00,RJ39GA2922,2020-08-02 21:14:40,2020-08-06 07:21:26,MERAMANDALI,ANJAR,BHUSHAN
CTRTIV00,NL01AA6810,2020-08-03 06:50:54,2020-08-05 19:29:53,MERAMANDALI,KANPUR,BHUSHAN
CTTTIV00,RJ04GA7022,2020-08-03 01:26:11,2020-08-09 06:57:33,MERAMANDALI,ANJAR,BHUSHAN
CTPVIV00,RJ04GA7144,2020-08-03 07:10:58,2020-08-09 06:55:23,MERAMANDALI,ANJAR,BHUSHAN
CTQVIV00,GJ12BT6843,2020-08-03 15:24:12,2020-08-09 10:22:36,MERAMANDALI,ANJAR,BHUSHAN
CTRVIV00,NL01AD0799,2020-08-03 01:18:20,2020-08-06 12:01:35,MERAMANDALI,NELLORE,BHUSHAN
CTAXIV00,CG07BG9137,2020-08-03 06:39:30,2020-08-04 10:51:03,MERAMANDALI,RAIPUR,BHUSHAN
CTOYIV00,RJ02GB4288,2020-08-03 00:05:10,2020-08-05 06:47:03,MERAMANDALI,NELLORE,BHUSHAN
CTKZIV00,RJ09GC0617,2020-08-03 07:43:02,2020-08-08 08:06:30,MERAMANDALI,Ghaziabad,BHUSHAN
CTQ1JV00,OD04K3751,2020-08-03 12:39:24,2020-08-08 09:27:43,MERAMANDALI,TALOJA,BHUSHAN
CTF3JV00,RJ32GA1410,2020-08-03 00:34:57,2020-08-08 22:59:34,MERAMANDALI,LUDHIANA,BHUSHAN
CT34JV00,RJ37GA8067,2020-08-03 11:16:26,2020-08-08 22:59:43,MERAMANDALI,LUDHIANA,BHUSHAN
CTW4JV00,RJ14GH1995,2020-08-03 03:40:47,2020-08-06 05:54:06,MERAMANDALI,NELLORE,BHUSHAN
CT75JV00,RJ02GB0995,2020-08-03 04:08:46,2020-08-06 05:54:04,MERAMANDALI,NELLORE,BHUSHAN
CTN5JV00,RJ02GB4895,2020-08-03 18:18:24,2020-08-06 05:54:54,MERAMANDALI,NELLORE,BHUSHAN
CT39JV00,RJ37GA4910,2020-08-03 04:00:45,2020-08-09 10:09:20,MERAMANDALI,LUDHIANA,BHUSHAN
CTXEJV00,RJ04GA7628,2020-08-03 08:00:40,2020-08-06 08:40:01,MERAMANDALI,TALOJA,BHUSHAN
CTBHJV00,HR55M6646,2020-08-03 13:14:03,2020-08-08 19:36:14,MERAMANDALI,PILKHUWA,BHUSHAN
CTRJJV00,RJ37GA2398,2020-08-03 11:19:11,2020-08-09 10:11:11,MERAMANDALI,LUDHIANA,BHUSHAN
CTUJJV00,RJ05GB1710,2020-08-03 07:42:42,2020-08-06 02:53:23,MERAMANDALI,NELLORE,BHUSHAN
CT1KJV00,OD04K4622,2020-08-03 10:19:24,2020-08-07 13:22:23,MERAMANDALI,COIMBATORE,BHUSHAN
CT5KJV00,NL01K7719,2020-08-03 12:19:24,2020-08-06 11:59:00,MERAMANDALI,NELLORE,BHUSHAN
CTBKJV00,RJ02GB8394,2020-08-03 15:24:59,2020-08-08 01:34:13,MERAMANDALI,Ludhiana,BHUSHAN
CTAMJV00,RJ04GB3150,2020-08-03 17:57:02,2020-08-08 07:21:19,MERAMANDALI,TALOJA,BHUSHAN
CTOMJV00,HR38X2963,2020-08-04 03:36:11,2020-08-05 03:21:13,SAHIBABAD,DERABASSI,BHUSHAN
CTPMJV00,HR38U9562,2020-08-03 16:21:09,2020-08-04 03:57:10,SAHIBABAD,DERABASSI,BHUSHAN
CTQMJV00,HR38W2304,2020-08-03 16:09:44,2020-08-04 10:55:43,SAHIBABAD,LUDHIANA,BHUSHAN
CTZNJV00,RJ04GB2952,2020-08-03 17:40:50,2020-08-07 06:24:43,MERAMANDALI,TALOJA,BHUSHAN
CTIQJV00,GJ12AZ8218,2020-08-03 18:05:42,2020-08-08 07:16:38,MERAMANDALI,TALOJA,BHUSHAN
CTSTJV00,RJ05GB0326,2020-08-03 22:45:23,2020-08-08 09:45:40,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTEUJV00,RJ02GB1565,2020-08-03 17:00:34,2020-08-06 23:38:51,MERAMANDALI,NELLORE,BHUSHAN
CTL5KV00,MP09HH6164,2020-08-06 10:13:15,2020-08-07 13:38:12,KHAPOLI,PITHAMPUR,BHUSHAN
CTW6KV00,RJ39GA2495,2020-08-04 03:11:22,2020-08-05 11:38:20,MERAMANDALI,Nagpur,BHUSHAN
CT78KV00,NL01G9289,2020-08-03 23:07:55,2020-08-07 06:20:55,MERAMANDALI,NELLORE,BHUSHAN
CT98KV00,NL01N4349,2020-08-04 01:42:45,2020-08-08 14:58:45,MERAMANDALI,ANJAR,BHUSHAN
CTA8KV00,NL01L6059,2020-08-04 09:30:49,2020-08-09 17:20:11,MERAMANDALI,ANJAR,BHUSHAN
CTXDKV00,MH40AK5086,2020-08-04 13:14:51,2020-08-08 11:49:51,KHAPOLI,NAGPUR BUTIBORI,BHUSHAN
CTSEKV00,RJ02GB2863,2020-08-04 06:43:33,2020-08-08 09:40:17,MERAMANDALI,PILKHUWA,BHUSHAN
CT2HKV00,RJ32GC1896,2020-08-04 05:53:26,2020-08-05 10:19:10,MERAMANDALI,NAGPUR,BHUSHAN
CT3HKV00,RJ39GA3690,2020-08-04 06:44:29,2020-08-07 07:35:06,MERAMANDALI,TALOJA,BHUSHAN
CTDHKV00,MH06AQ4256,2020-08-04 19:04:16,2020-08-05 14:23:52,KHAPOLI,JNP,BHUSHAN
CT2IKV00,RJ04GB0998,2020-08-04 17:06:41,2020-08-08 20:57:33,MERAMANDALI,TALOJA,BHUSHAN
CTPJKV00,RJ02GB4615,2020-08-04 07:42:47,2020-08-09 04:44:27,MERAMANDALI,PILKHUWA,BHUSHAN
CTSPKV00,OD33T2949,2020-08-04 15:06:41,2020-08-04 22:06:47,MERAMANDALI,BHUBANESWAR,BHUSHAN
CTTPKV00,OD14M0149,2020-08-04 15:20:45,2020-08-04 19:54:25,MERAMANDALI,BHUBANESWAR,BHUSHAN
CTB4LV00,HR61C3814,2020-08-04 15:10:41,2020-08-05 07:54:58,SAHIBABAD,REWARI,BHUSHAN
CTKALV00,MH06AC6324,2020-08-04 15:21:27,2020-08-06 07:41:02,KHAPOLI,PUNE,BHUSHAN
CTEDLV00,RJ14GF8151,2020-08-05 04:37:46,2020-08-08 04:30:52,MERAMANDALI,NELLORE,BHUSHAN
CTKFLV00,HR38U4040,2020-08-06 00:40:56,2020-08-06 10:22:21,SAHIBABAD,RUDRAPUR,BHUSHAN
CT7PLV00,NL01AE4360,2020-08-05 05:28:11,2020-08-06 09:13:55,MERAMANDALI,HOOGHLY,BHUSHAN
CTMPLV00,NL01L5809,2020-08-05 02:18:33,2020-08-09 11:01:56,MERAMANDALI,PILKHUWA,BHUSHAN
CTNPLV00,UP13AT5324,2020-08-04 22:10:31,2020-08-05 03:27:12,SAHIBABAD,JHAJJAR,BHUSHAN
CT8RLV00,UP14JT4644,2020-08-05 23:25:25,2020-08-11 06:31:40,SAHIBABAD,HOWRAH,BHUSHAN
CTHRLV00,MH46BM2775,2020-08-06 05:54:14,2020-08-06 08:01:24,KHAPOLI,PUNE,BHUSHAN
CT7SLV00,RJ04GA6717,2020-08-05 02:09:31,2020-08-10 10:08:25,MERAMANDALI,KHOPOLI,BHUSHAN
CT7TLV00,MP09HH6215,2020-08-05 23:17:52,2020-08-07 06:28:20,KHAPOLI,PITHAMPUR,BHUSHAN
CT4YLV00,RJ04GB3028,2020-08-05 02:10:08,2020-08-10 08:29:02,MERAMANDALI,KHOPOLI,BHUSHAN
CT5YLV00,RJ08GA5721,2020-08-05 13:56:46,2020-08-08 09:45:10,MERAMANDALI,SECUNDERABAD,BHUSHAN
CT6YLV00,RJ02GB7487,2020-08-05 07:46:38,2020-08-11 12:03:11,MERAMANDALI,Ludhiana,BHUSHAN
CTBYLV00,MH48AG1487,2020-08-05 08:08:41,2020-08-09 09:11:40,MERAMANDALI,KHOPOLI,BHUSHAN
CTTYLV00,RJ19GE2663,2020-08-05 15:26:16,2020-08-11 01:28:13,MERAMANDALI,LUDHIANA,BHUSHAN
CTUYLV00,NL01AA3471,2020-08-05 15:30:00,2020-08-11 06:29:30,MERAMANDALI,COIMBATORE,BHUSHAN
CTVYLV00,RJ04GA5437,2020-08-05 07:52:59,2020-08-09 03:38:44,MERAMANDALI,KHOPOLI,BHUSHAN
CT0ZLV00,MH43Y8487,2020-08-05 09:50:28,2020-08-08 03:19:45,KHAPOLI,"Zuzuwadi, Hosur,",BHUSHAN
CT8ZLV00,RJ01GB9905,2020-08-05 22:09:13,2020-08-08 19:01:52,KHAPOLI,LALITPUR,BHUSHAN
CT9ZLV00,RJ01GC3823,2020-08-06 03:18:30,2020-08-08 19:01:48,KHAPOLI,LALITPUR,BHUSHAN
CTAZLV00,RJ36GA5891,2020-08-06 03:42:27,2020-08-08 19:02:14,KHAPOLI,LALITPUR,BHUSHAN
CTZ2MV00,NL01AB1190,2020-08-06 17:00:39,2020-08-10 07:12:16,KHAPOLI,HOSUR,BHUSHAN
CT74MV00,RJ40GA2706,2020-08-05 13:58:26,2020-08-09 20:57:44,MERAMANDALI,PILKHUWA,BHUSHAN
CTQ7MV00,RJ02GB5125,2020-08-05 09:11:48,2020-08-08 19:24:25,MERAMANDALI,NELLORE,BHUSHAN
CTR7MV00,GJ12BW6799,2020-08-05 10:35:02,2020-08-09 04:38:08,MERAMANDALI,TALOJA,BHUSHAN
CTS7MV00,RJ19GG7909,2020-08-05 10:34:52,2020-08-09 04:38:50,MERAMANDALI,TALOJA,BHUSHAN
CT48MV00,HR38X0619,2020-08-05 12:56:23,2020-08-09 17:20:31,SAHIBABAD,HOWRAH,BHUSHAN
CTE8MV00,OD33R5249,2020-08-06 02:21:02,2020-08-06 13:26:36,MERAMANDALI,BHUBANESWAR,BHUSHAN
CTF8MV00,RJ04GB7591,2020-08-05 15:28:10,2020-08-09 03:39:15,MERAMANDALI,KHOPOLI,BHUSHAN
CTU8MV00,NL01AB2209,2020-08-05 12:41:55,2020-08-09 14:46:16,MERAMANDALI,PILKHUWA,BHUSHAN
CTF9MV00,HR55X7536,2020-08-05 07:03:16,2020-08-05 12:43:05,SAHIBABAD,ROHTAK,BHUSHAN
CTK9MV00,HR38U7300,2020-08-05 14:43:13,2020-08-06 05:07:55,SAHIBABAD,DERABASSI,BHUSHAN
CTUCMV00,HR38W6616,2020-08-05 05:09:26,2020-08-06 23:21:25,SAHIBABAD,Varanasi,BHUSHAN
CTVCMV00,UP74T2223,2020-08-05 23:19:18,2020-08-07 01:44:16,SAHIBABAD,Kanpur,BHUSHAN
CTXNMV00,HR38U9562,2020-08-06 14:29:36,2020-08-07 02:00:18,SAHIBABAD,LUDHIANA,BHUSHAN
CTHSMV00,RJ04GA7140,2020-08-05 20:12:22,2020-08-08 04:03:33,MERAMANDALI,NAGPUR,BHUSHAN
CTLSMV00,HR38W2304,2020-08-05 20:57:35,2020-08-07 07:48:34,SAHIBABAD,Varanasi,BHUSHAN
CTVSMV00,RJ04GB2298,2020-08-05 20:27:00,2020-08-08 06:42:15,MERAMANDALI,NAGPUR,BHUSHAN
CTWSMV00,RJ04GA6417,2020-08-05 20:21:24,2020-08-10 13:47:06,MERAMANDALI,KHOPOLI,BHUSHAN
CT9UMV00,KA51AD7148,2020-08-05 23:57:26,2020-08-10 14:36:43,MERAMANDALI,COIMBATORE,BHUSHAN
CTI0NV00,MH06AQ4597,2020-08-06 08:28:46,2020-08-08 08:13:28,KHAPOLI,LALITPUR,BHUSHAN
CTC1NV00,RJ19GG1521,2020-08-06 02:22:03,2020-08-08 12:07:24,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTG1NV00,OD04K3370,2020-08-05 23:34:22,2020-08-11 01:26:47,MERAMANDALI,KHOPOLI,BHUSHAN
CTN8NV00,UP16FT2146,2020-08-06 01:31:33,2020-08-06 02:02:08,SAHIBABAD,FARIDABAD,BHUSHAN
CTP8NV00,HR38X6659,2020-08-06 22:37:50,2020-08-07 11:04:14,SAHIBABAD,LUDHIANA,BHUSHAN
CTKBNV00,RJ14GJ8096,2020-08-06 05:01:46,2020-08-10 09:54:39,MERAMANDALI,PILKHUWA,BHUSHAN
CTMBNV00,NL01AD7454,2020-08-06 17:45:16,2020-08-08 09:49:51,MERAMANDALI,HALDIA,BHUSHAN
CT2CNV00,RJ37GB1956,2020-08-06 11:25:25,2020-08-12 02:27:53,MERAMANDALI,Ludhiana,BHUSHAN
CT2DNV00,RJ09GB9391,2020-08-06 22:05:28,2020-08-12 00:56:33,MERAMANDALI,PILKHUWA,BHUSHAN
CT0ENV00,UP14HT1775,2020-08-06 01:44:19,2020-08-06 04:59:09,SAHIBABAD,Bawal,BHUSHAN
CT9ENV00,RJ19GE2295,2020-08-06 08:24:07,2020-08-07 17:57:24,KHAPOLI,KUTCH,BHUSHAN
CTFENV00,RJ04GB1323,2020-08-06 00:16:08,2020-08-08 00:36:35,KHAPOLI,KUTCH,BHUSHAN
CTMENV00,UP14HT0743,2020-08-06 01:30:43,2020-08-11 07:02:11,MERAMANDALI,BAHADURGARH,BHUSHAN
CTTSNV00,GJ12BW7379,2020-08-06 12:41:55,2020-08-10 22:51:15,SAHIBABAD,CUTTACK,BHUSHAN
CTUSNV00,OD19P2549,2020-08-06 05:57:43,2020-08-07 00:17:00,MERAMANDALI,PAR,BHUSHAN
CTDTNV00,RJ02GB8065,2020-08-06 07:50:18,2020-08-08 11:39:24,MERAMANDALI,SECUNDERABAD,BHUSHAN
CT0VNV00,RJ19GC7198,2020-08-06 08:22:56,2020-08-12 09:22:56,MERAMANDALI,ANJAR,BHUSHAN
CTEVNV00,RJ16GA5116,2020-08-06 07:53:46,2020-08-08 09:36:32,MERAMANDALI,NAGPUR,BHUSHAN
CTFVNV00,NL01K3259,2020-08-06 11:12:23,2020-08-10 12:14:23,MERAMANDALI,SILVASSA,BHUSHAN
CTNVNV00,RJ29GA4549,2020-08-06 14:03:17,2020-08-10 23:12:41,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTRWNV00,RJ04GB8999,2020-08-06 10:44:02,2020-08-08 11:18:16,MERAMANDALI,NAGPUR,BHUSHAN
CTVWNV00,RJ02GB2417,2020-08-06 19:35:00,2020-08-08 06:12:32,MERAMANDALI,BOKARO,BHUSHAN
CTWWNV00,OD04K6015,2020-08-06 21:23:23,2020-08-12 07:11:46,MERAMANDALI,COIMBATORE,BHUSHAN
CTYWNV00,OD04K5022,2020-08-06 20:20:24,2020-08-12 07:11:46,MERAMANDALI,COIMBATORE,BHUSHAN
CT1XNV00,RJ02GB3510,2020-08-06 07:55:18,2020-08-09 20:27:55,MERAMANDALI,HOSUR,BHUSHAN
CTVXNV00,RJ39GA3114,2020-08-06 15:25:37,2020-08-11 07:36:32,MERAMANDALI,NANI DAMAN (UT),BHUSHAN
CTXXNV00,NL01L9069,2020-08-06 01:45:54,2020-08-11 11:33:53,MERAMANDALI,COIMBATORE,BHUSHAN
CTOZNV00,RJ09GB7279,2020-08-06 22:59:47,2020-08-12 03:40:38,MERAMANDALI,Ghaziabad,BHUSHAN
CT51OV00,RJ39GA2503,2020-08-06 03:25:04,2020-08-10 02:38:28,MERAMANDALI,KHOPOLI,BHUSHAN
CTR1OV00,OD04K7068,2020-08-06 04:21:23,2020-08-10 07:49:50,MERAMANDALI,HOSUR,BHUSHAN
CTN2OV00,HR55X8106,2020-08-06 11:19:32,2020-08-06 21:51:31,SAHIBABAD,JHAJJAR,BHUSHAN
CTJ3OV00,OD04K5162,2020-08-06 05:59:24,2020-08-10 08:17:48,MERAMANDALI,HOSUR,BHUSHAN
CTL3OV00,RJ19GD0395,2020-08-06 06:15:03,2020-08-11 13:22:20,MERAMANDALI,ANJAR,BHUSHAN
CTV3OV00,OD04K7071,2020-08-06 05:45:24,2020-08-10 08:03:47,MERAMANDALI,HOSUR,BHUSHAN
CT55OV00,OD04K7069,2020-08-06 05:59:24,2020-08-10 07:49:50,MERAMANDALI,HOSUR,BHUSHAN
CT27OV00,NL01AB3973,2020-08-06 14:01:26,2020-08-11 21:43:26,SAHIBABAD,CUTTACK,BHUSHAN
CTG8OV00,NL01Q0859,2020-08-06 17:44:48,2020-08-10 21:54:48,MERAMANDALI,HOSUR,BHUSHAN
CTH8OV00,NL01L1539,2020-08-06 17:32:24,2020-08-10 21:13:24,MERAMANDALI,SILVASSA,BHUSHAN
CTI8OV00,RJ02GB9790,2020-08-06 15:52:45,2020-08-10 22:30:29,MERAMANDALI,PILKHUWA,BHUSHAN
CT7GOV00,OD04P4825,2020-08-07 11:22:19,2020-08-08 13:48:47,MERAMANDALI,RAIPUR,BHUSHAN
CT3IOV00,HR55X7536,2020-08-06 17:12:31,2020-08-06 20:46:36,SAHIBABAD,ROHTAK,BHUSHAN
CT0OOV00,RJ04GA6055,2020-08-07 00:23:46,2020-08-12 06:07:12,MERAMANDALI,ANJAR,BHUSHAN
CT8WOV00,RJ09GC4542,2020-08-07 17:41:58,2020-08-12 00:55:53,MERAMANDALI,PILKHUWA,BHUSHAN
CTCXOV00,OD04M2981,2020-08-07 08:00:06,2020-08-12 07:02:24,MERAMANDALI,HOSUR,BHUSHAN
CTOXOV00,HR38U1827,2020-08-07 01:57:22,2020-08-07 16:11:22,SAHIBABAD,DERABASSI,BHUSHAN
CTKZOV00,HR38X5144,2020-08-06 22:23:06,2020-08-09 08:56:14,SAHIBABAD,Gorakhpur,BHUSHAN
CTMZOV00,HR38V6006,2020-08-07 01:06:05,2020-08-07 23:59:21,SAHIBABAD,RUDRAPUR,BHUSHAN
CTI0PV00,RJ14GK4535,2020-08-07 01:20:00,2020-08-10 03:50:24,MERAMANDALI,HYDERABAD,BHUSHAN
CT71PV00,MH06AC9685,2020-08-09 15:37:06,2020-08-10 10:56:37,KHAPOLI,JNP,BHUSHAN
CT03PV00,HR38S9490,2020-08-07 02:41:04,2020-08-07 08:30:03,SAHIBABAD,JHAJJAR,BHUSHAN
CT93PV00,PB10ES8152,2020-08-07 09:14:36,2020-08-08 07:51:47,SAHIBABAD,DERABASSI,BHUSHAN
CTF4PV00,OD33T2949,2020-08-07 06:20:52,2020-08-07 15:05:58,MERAMANDALI,KHURDA,BHUSHAN
CTH4PV00,RJ39GA2757,2020-08-07 00:24:05,2020-08-11 08:12:03,MERAMANDALI,KHOPOLI,BHUSHAN
